LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
12700,29471,48362,9,79.902871,4,36.020608
12700,72760,83604,6,189.919425,29,37.36856
12700,NaN,41396,0,302.87005,8,27.989467
12700,79383,107590,5,78.299274,14,33.581117
12700,30428,47387,2,164.490021,36,38.874159
12700,103034,124116,2,137.438692,25,31.603101
12700,58293,82594,13,105.050415,23,36.700446
12700,30061,58714,29,230.880154,19,20.637918
12700,27459,38577,16,72.329572,9,31.605665
12700,77068,98436,7,148.2881,34,33.463697
12700,130867,201245,0,340.795344,15,40.168827
12700,61840,73541,1,157.892447,35,41.651692
12700,79898,101989,9,214.99646,29,29.306071
12700,105293,121416,14,250.01888,16,35.287166
12700,60122,93741,0,38.334924,3,42.109348
12700,72164,104220,10,165.430782,13,37.539963
12700,48139,64842,0,192.479152,13,26.54684
12700,9038,65969,7,346.580103,22,13.347213
12700,59440,88690,0,129.152615,11,37.838274
12700,53199,82567,3,185.325035,13,27.39038
12700,58606,83010,1,125.325885,11,35.999611
12700,159661,183244,7,210.115221,26,43.768192
12700,107653,129752,8,181.027275,32,29.466721
12700,37346,53511,23,136.956941,22,39.431664
12800,99160,114619,2,142.212562,22,35.949877
12800,66293,92423,27,169.723888,14,41.232163
12800,117391,210072,1,136.620969,14,27.124889
12800,54546,62906,3,175.519874,16,28.648186
12800,49349,70078,9,240.908059,17,31.754054
12800,56516,78392,0,195.723322,13,27.337441
12800,40932,72172,20,162.04401,16,37.518366
12800,100241,113073,17,197.273679,15,39.467588
12800,73624,103213,10,201.650844,20,19.557273
12800,NaN,NaN,NaN,NaN,NaN,25.132449
12800,NaN,NaN,NaN,NaN,NaN,24.65967
12800,206527,227737,11,225.201326,22,31.121841
12800,54151,83828,13,132.16027,16,23.477426
12800,81030,100333,11,80.148943,29,42.31937
12800,67867,78660,3,159.801493,34,30.01091
12800,48437,65311,0,260.555236,21,29.51629
12800,51800,68000,6,NaN,NaN,NaN
12800,111000,124500,7,203.9,40,NaN
12800,76783,95007,6,140.972022,26,42.153617
12800,58592,87002,13,139.530843,24,37.531077
12800,11986,48309,23,265.227061,20,28.493862
12800,46043,62531,4,183.982101,13,26.100803
12800,42801,51123,23,127.839662,22,39.389595
12800,67060,83989,9,116.466757,24,43.572308
12800,91040,114331,12,175.87735,26,34.747185
12800,71531,87256,26,167.163736,14,40.376138
12800,75139,105289,8,151.851166,35,31.210705
12800,77318,97616,6,125.534802,27,39.462663
12800,85251,114023,1,143.682796,33,31.913272
12800,79151,110583,4,79.371385,13,33.586692
12800,29100,39264,7,93.395002,12,31.283061
12800,81694,101680,0,159.354104,22,40.111578
12800,68729,90127,23,163.989279,14,39.424488
12900,69770,87000,6,201.933333,19,NaN
12900,94000,NaN,8,205.933333,19,NaN
12900,34655,57787,31,244.995385,18,21.415504
12900,64245,83823,13,246.837719,36,40.56013
12900,39401,53758,22,118.646375,23,38.689441
12900,58566,74655,5,116.775818,24,39.977051
12900,105638,112608,17,208.306882,16,39.677906
12900,59191,72716,2,175.170441,17,35.558171
12900,29891,76571,2,29.05867,11,31.458501
12900,151991,179521,6,186.80533,55,34.191752
12900,102905,117694,1,137.142473,21,35.865466
12900,92734,114285,11,236.052773,24,28.663417
12900,87270,97929,0,65.107497,20,34.696366
12900,90646,100744,19,141.208461,23,31.52638
12900,66126,84472,2,187.179199,34,29.995038
12900,67038,110955,9,147.197414,12,37.085986
12900,89510,102628,20,117.857173,24,28.537354
12900,46266,62000,7,77.133333,18,NaN
12900,83886,100782,5,115.076186,27,27.979706
12900,31498,42695,14,55.021589,9,31.992753
12900,149297,177044,4,205.873921,56,34.975734
12900,117900,143433,6,227.932893,35,47.619764
12900,55673,64582,4,163.416632,14,26.987437
12900,88304,122178,10,223.454855,12,41.429959
12900,50636,57838,0,187.825323,13,28.813471
12900,52353,62740,2,167.515516,13,37.357581
12900,89492,110007,10,169.191984,28,32.820037
12900,19688,77998,20,407.261167,12,22.839079
12900,70167,90812,25,177.080627,13,40.225696
12900,45215,66162,4,170.764517,14,39.248015
12900,56957,73181,29,179.096166,23,36.394795
12900,56798,71364,1,225.585763,9,33.021284
12900,61031,71550,28,178.087257,23,34.802429
12900,18106,37881,8,134.384109,10,20.515962
13000,64499,86000,1,109.4,19,NaN
13000,15374,59309,6,355.131229,21,15.823616
13000,27787,44901,8,166.726277,28,38.355126
13000,81972,102295,5,107.420609,26,24.720831
13000,NaN,28981,28,203.902855,4,25.740931
13000,61509,77065,6,172.85449,17,35.390861
13000,80587,110064,6,85.009197,13,33.99004
13000,72931,96803,6,208.672892,18,41.052235
13000,29461,49326,11,171.597668,8,38.918
13000,78766,106450,6,107.951312,26,24.870994
13000,49268,72430,19,192.364475,15,23.617105
13000,39386,53149,4,110.477957,16,38.521759
13000,67395,94355,8,214.484493,28,40.970467
13000,53951,70095,28,212.386924,24,36.728744
13000,NaN,72175,NaN,367.940025,6,36.56114
13000,29196,42682,9,143.108061,28,37.298405
13000,96172,112123,14,181.891804,18,36.225572
13000,88614,116994,13,188.824199,28,32.619502
13000,16913,48587,23,264.992156,20,30.622636
13000,125969,144076,4,110.193196,30,48.977732
13000,70000,90704,15,142.166667,37,NaN
13000,34000,65000,4.5,148.5,24,NaN
13000,38200,64764,4,211.066667,18,NaN
13000,6793,47700,4,304.366667,16,NaN
13000,59000,83187,NaN,292.1,20,NaN
13000,61612,99132,8,262.733333,12,NaN
13000,NaN,25425,13,90.933333,9,NaN
13000,20200,37245,21,199.9,16,NaN
13000,7200,24869,0.7,193.8,9,NaN
13000,41193,58000,18,66.933333,7,NaN
13000,36223,NaN,9,132.866667,14,NaN
13000,43744,60000,22,21.266667,15,NaN
13000,94941,120000,0.1,132.866667,21,NaN
13000,137618,159000,9,106.533333,37,NaN
13000,47000,60000,1,NaN,12,NaN
13000,177000,200000,3,195.833333,50,NaN
13000,60000,86400,12,149.166667,28,NaN
13000,111000,137813,6,138.333333,65,NaN
13000,152029,173750,20,19.333333,5,NaN
13000,26863,44218,10,92.999593,11,29.112936
13000,110094,145807,2,285.275935,45,35.045471
13000,66014,85528,4,185.644994,30,39.418718
13000,61865,72045,0,172.696685,34,42.565582
13000,NaN,25552,28,198.072806,5,25.50782
13000,77355,114400,NaN,NaN,NaN,NaN
13000,44875,57713,0,184.990324,12,28.602076
13000,110097,210595,3,122.6387,15,29.327514
13000,60719,73677,11,256.710355,26,27.310107
13000,80277,106799,3,67.111666,14,37.297773
13000,40996,58938,NaN,NaN,NaN,35.809613
13100,48153,70059,11,242.650534,18,30.893118
13100,70878,86743,10,174.881744,11,39.784408
13100,74832,98616,6,101.36229,26,27.021481
13100,59608,72561,30,195.538711,24,36.611073
13100,69259,75149,11,240.410292,37,40.735604
13100,NaN,NaN,0.75,NaN,NaN,NaN
13100,64897,81598,7,130.648468,34,26.500105
13100,NaN,47568,0,319.595937,8,25.836785
13100,22422,34800,2.6,93.3,3,NaN
13100,82411,103833,21,135.863038,24,29.215827
13100,70368,87407,2,232.994713,26,29.667986
13100,NaN,65933,0,NaN,0,3.657371
13100,50552,59889,4,178.612363,13,38.763314
13100,73987,106557,9,149.452529,13,37.008527
13100,61853,73480,13,258.937154,26,28.730851
13100,97287,123281,9,162.993744,26,34.178346
13100,59460,72387,29,182.181782,24,34.785133
13100,54000,74750,14,92.4,9,NaN
13100,58039,68558,29,184.880011,23,37.347349
13100,44817,59544,NaN,71.461705,15,41.609813
13200,155478,183646,5,196.241371,55,35.602875
13200,NaN,69139,0,NaN,1,1.565931
13200,70069,88303,3,240.856017,25,29.064128
13200,69195,79252,13,248.78813,37,41.905605
13200,69697,91722,24,183.523729,14,39.752172
13200,58549,81381,13,94.687107,24,38.412756
13200,15346,30809,7,89.652536,16,18.105282
13200,65372,81426,4,102.620836,29,38.934169
13200,65997,88000,2,113.233333,25,NaN
13200,93254,125738,3,156.545451,25,42.736666
13200,22270,38437,5,107.773387,17,20.6432
13200,77241,112904,5,68.549045,14,34.535244
13200,81654,114333,5,97.962962,13,33.743368
13200,71775,80480,0,240.643577,25,29.267992
13200,28428,34477,0,NaN,NaN,39.370263
13200,59422,88308,NaN,294.782085,19,29.952554
13200,117985,138969,16,178.064752,33,29.954231
13300,58000,75000,6.6,226.2,33,NaN
13300,96201,124892,3,178.034463,26,40.102752
13300,76663,96022,10,180.02945,30,27.045007
13300,80059,121790,NaN,NaN,NaN,34.561831
13300,61414,72101,12,260.07165,27,27.286882
13300,81944,108768,5,81.106799,13,33.869642
13300,67483,85454,16,335.989315,14,30.375863
13300,60014,75695,1,182.064373,20,40.206671
13300,64002,88174,3,157.91699,34,29.798231
13300,NaN,72583,1,NaN,0,3.720421
13300,35000,44195,8,91.923529,4,35.243121
13300,14212,57608,3,322.004542,16,15.916769
13300,57878,69907,1,154.484814,35,41.119153
13300,45860,63500,7,127.766667,9,NaN
13300,153411,182014,7,198.39162,25,41.987116
13300,44509,72292,3,208.920694,17,37.055725
13300,38232,59482,NaN,NaN,NaN,36.027104
13300,81574,103760,6,118.918494,27,24.769622
13300,86360,116111,8,232.292139,24,32.012701
13300,85532,115800,11,175.191489,27,34.231394
13300,NaN,27136,27,210.996975,4,23.807148
13300,74609,115056,6,77.445106,14,36.869213
13300,66174,79957,2,175.962695,34,31.563441
13300,66502,78138,4,178.112107,16,33.795091
13300,79512,92224,9,159.207088,22,38.948605
13300,55505,76841,0,222.913072,10,32.968633
13300,50039,63784,3,176.846195,13,27.865589
13300,25698,58760,15,147.910982,10,30.962077
13300,44952,56394,NaN,74.435993,14,41.060321
13300,49491,69028,16,195.877633,15,24.877508
13400,53699,68084,3,169.852449,14,25.109713
13400,131524,148356,4,110.741742,29,48.340235
13400,156455,180313,6,210.718256,25,40.247373
13400,53294,69042,0,214.362043,9,36.30955
13400,88810,102409,19,145.756597,24,31.336418
13400,102700,121216,3,124.564018,25,34.953279
13400,58307,71810,9,82.708309,32,36.947798
13400,9698,65524,9,345.543107,21,15.761919
13400,98701,129679,10,179.127926,32,29.549284
13400,111000,131000,14,165.333333,26,NaN
13400,67941,84973,6,179.97707,30,37.428938
13400,51225,69361,0,261.189637,21,28.953068
13400,94102,114147,2,137.707783,21,36.801625
13400,30507,47990,7,149.935294,29,38.929266
13400,65662,92050,2,20.759215,3,42.00939
13400,78465,97506,5,71.443665,21,24.4703
13400,5900,55320,3,234.021816,16,19.089301
13400,60174,81944,1,125.385446,9,36.229864
13400,100784,118708,15,268.107593,16,36.158718
13400,69612,87728,3,165.030268,35,30.444839
13400,66737,71117,0,163.131859,34,40.943866
13400,95084,117279,4,145.962344,21,39.244669
13400,NaN,33664,13,108.217009,8,31.61393
13400,87175,115530,13,180.945106,27,33.900056
13500,68262,93841,26,159.61702,14,40.75298
13500,59941,69336,29,182.69567,24,35.512673
13500,63572,102739,7,250.561357,12,34.913793
13500,88738,114815,9,239.743721,12,41.077118
13500,63150,77787,10,258.621501,27,29.330142
13500,71698,93536,6,202.465882,19,42.814735
13500,59352,87767,NaN,300.579423,19,28.118297
13500,40023,67357,NaN,NaN,NaN,38.319426
13500,44586,73764,2,263.931171,21,29.966202
13500,40786,66872,NaN,NaN,NaN,35.36414
13500,91734,114906,12,211.876945,15,38.104208
13500,82036,104261,4,98.417753,33,39.294103
13500,109258,126101,2,130.77657,25,33.539887
13500,73000,97000,12,145.2,23,NaN
13500,70000,93500,25,250.633333,46,NaN
13500,47900,135500,2,276.066667,43,NaN
13500,42000,62800,6,153.166667,12,NaN
13500,65000,NaN,14,105.5,34,NaN
13500,80223,108491,4,127.8,27,NaN
13500,83673,109000,2.3,238.4,57,NaN
13500,28000,85999,0,227.266667,37,NaN
13500,89184,116848,13,174.506408,18,36.010892
13500,116123,145597,3,290.310775,46,34.699067
13500,67180,85634,5,147.355313,35,28.522553
13500,92989,111120,13,209.460594,15,39.521845
13500,48832,144065,1,268.5868,43,42.692397
13500,117604,136099,15,188.260973,32,31.630529
13500,124696,200707,0,348.669492,16,39.550703
13500,117321,138746,14,183.26201,33,31.486797
13600,94727,112683,11,209.129946,15,37.714107
13600,66754,80156,5,238.62182,26,31.552707
13600,64799,84425,14,115.323884,24,36.850857
13600,115816,212995,1,114.84303,14,26.325111
13600,NaN,35396,11,101.793523,8,32.669503
13600,NaN,71904,0,NaN,0,3.265083
13600,87294,115183,11,185.338506,28,35.549809
13600,66178,104378,6,263.961015,11,36.438466
13600,89937,110986,14,146.718742,17,33.747116
13600,58539,67899,29,194.273834,23,37.134422
13600,66098,76014,12,245.605696,32,43.396205
13600,18232,75898,19,399.355702,12,21.260895
13600,55901,87519,13,107.913133,23,36.327022
13600,41000,73440,4,125.766667,9,NaN
13600,55864,87500,9,193.766667,20,NaN
13600,30200,43600,0,230.3,18,NaN
13600,70000,88000,16,NaN,0,NaN
13600,90519,110885,12,201.835591,16,39.666054
13600,12724,52016,24,269.628711,19,28.172426
13600,81620,101933,1,148.067291,22,41.612899
13600,7627,59173,7,362.51225,22,14.267128
13600,159591,182585,7,199.698617,25,42.319518
13600,101377,131079,10,174.347788,32,27.969138
13600,39997,56571,6,111.007819,15,38.773137
13600,67354,81255,10,255.378757,36,41.625399
13600,13202,50848,3,302.201915,16,16.778577
13600,112223,144451,0,259.733117,45,35.310217
13700,94650,109650,3.5,268.833333,34,NaN
13700,81378,108628,12,181.722534,27,32.652023
13700,96225,112676,2,144.533606,22,38.781048
13700,38981,67536,NaN,NaN,NaN,35.18816
13700,84761,95382,NaN,171.945839,25,41.960106
13700,74147,92427,7,181.3058,33,39.272466
13700,89345,105590,6,201.042402,37,43.471677
13700,80300,98088,1,66.723947,20,36.516532
13700,90714,120292,11,215.612016,13,40.304301
13700,59012,81465,12,167.433333,31,NaN
13700,35825,66612,22,231.901479,29,26.702473
13700,27536,45819,7,73.455766,12,28.709193
13700,70018,89803,24,154.752121,13,39.389909
13700,58788,87260,14,103.692818,24,36.665319
13700,46000,81000,1.5,101.566667,25,NaN
13700,64486,84759,4,182.180257,29,37.073413
13700,86161,106737,22,135.332704,23,29.409524
13700,12577,41075,7,133.542014,10,22.964773
13700,95065,123858,9,176.952532,27,34.596838
13700,74015,113766,7,75.892415,14,36.395366
13700,32942,40143,8,65.000742,12,30.268369
13700,96597,120380,13,181.40485,17,34.315437
13700,70763,78449,12,271.656724,36,40.561984
13700,53094,79069,2,155.815287,13,29.556366
13700,60623,83979,NaN,308.10854,20,29.482528
13700,84996,112522,9,171.953411,28,32.843505
13700,46611,65031,2,179.443332,13,37.705159
13700,77824,94840,6,195.042185,19,43.335347
13700,88654,114011,10,250.329585,25,30.97173
13700,73600,92000,9,347.966667,42,NaN
13700,59530,81068,0,108.019142,10,37.846648
13800,NaN,44459,4,169.00541,9,21.532897
13800,73688,94071,9,221.223143,28,41.482143
13800,94843,125541,2,159.252497,26,42.30524
13800,57481,89421,9,183.109361,19,22.643396
13800,76537,108747,5,73.075238,14,34.252606
13800,77130,127000,15,296.333333,19,NaN
13800,35807,40700,1,91.266667,17,NaN
13800,40674,61216,NaN,108.790233,19,40.990704
13800,31974,44417,7,76.933123,12,30.422429
13800,85805,135789,15,303.68823,18,27.869079
13800,18714,47905,25,259.103023,19,29.479662
13800,NaN,43082,0,316.036244,9,26.166014
13800,21711,32357,7,105.666234,17,20.333156
13800,85969,101664,0,68.58369,19,36.839423
13800,75142,95667,19,230.457554,24,33.383314
13800,65178,79000,11,111.6,23,NaN
13800,152441,184723,6,217.242129,25,40.827345
13800,78645,130104,16,295.721317,19,29.966602
13800,67762,80748,8,135.948622,35,27.194107
13800,97778,116814,15,120.781396,22,23.204713
13800,NaN,44092,5,173.875868,10,20.682377
13900,57700,74350,8.5,NaN,NaN,NaN
13900,77699,92587,13,134.633579,36,39.196149
13900,NaN,NaN,4,209.47991,15,35.774892
13900,11413,81273,7,239.083696,14,19.62615
13900,64356,88028,13,111.809975,24,39.008508
13900,96326,144668,15,142.037903,21,34.122754
13900,41641,53200,NaN,83.062468,15,42.403634
13900,56710,59348,14,176.530327,39,24.393715
13900,68876,90813,NaN,284.496904,19,31.16415
13900,62968,84947,13,239.773232,37,42.236189
13900,65437,94518,10,182.400755,19,21.296075
13900,155486,178789,7,192.482316,26,41.176712
13900,80960,100730,0,153.087556,22,40.195307
13900,62103,80000,5.5,120.7,20,NaN
13900,78442,105065,0,71.550477,19,34.751709
13900,NaN,40881,0,297.907085,8,25.940711
13900,84427,114209,12,180.187422,27,33.35187
13900,144263,167164,8,111.588603,38,91.6126
13900,95351,117381,12,210.20213,11,41.011001
13900,71425,81012,2,242.940514,26,32.175036
13900,51653,85578,13,90.273079,7,41.693377
13900,80836,93912,5,69.268409,20,23.916347
13900,127259,194233,1,341.643502,16,40.107659
13900,103030,114131,3,NaN,0,38.394222
13900,NaN,80868,18,278.301424,7,43.3132
13900,85358,101401,0,145.794106,22,40.114411
13900,88746,108160,9,234.948951,25,30.951437
13900,77007,96718,8,183.608667,30,26.431315
13900,50415,68166,10,235.680967,17,33.770038
13900,48110,63601,5,153.735399,12,29.964687
13900,63831,81378,9,NaN,NaN,24.37105
13900,NaN,27779,12,95.948665,9,34.166345
13900,47741,69111,2,254.259613,21,28.885618
13900,33403,69878,8,259.813283,16,23.735216
14000,99652,113012,17,255.961428,16,35.45381
14000,51721,61193,0,186.999359,12,25.810011
14000,NaN,28992,NaN,342.066667,14,NaN
14000,NaN,NaN,NaN,NaN,NaN,25.689711
14000,92583,114379,10,169.448342,27,34.130769
14000,37019,57125,NaN,69.823553,15,41.637059
14000,NaN,58407,8,107.533333,15,NaN
14000,83645,101615,5,116.337684,26,28.296735
14000,67881,93390,NaN,NaN,NaN,NaN
14000,NaN,42500,NaN,NaN,NaN,NaN
14000,62000,88500,9,107.366667,11,NaN
14000,27872,48125,10,115.6,10,NaN
14000,42767,60950,7,117.666667,49,NaN
14000,92739,125000,6,248.6,42,NaN
14000,32000,48500,4,255.666667,35,NaN
14000,42000,60000,27,281.066667,17,NaN
14000,64000,78000,7.4,174.433333,20,NaN
14000,65000,NaN,23,109.566667,15,NaN
14000,139000,159000,13,171.433333,32,NaN
14000,85200,NaN,8,188.666667,17,NaN
14000,46400,NaN,18,145.066667,14,NaN
14000,49207,70525,3,205.966667,51,NaN
14000,46541,64338,0,204.409443,12,28.364799
14000,59736,97411,7,200.155366,19,20.116982
14000,63451,105702,8,257.226325,12,33.903064
14000,50890,68722,8,135.768485,49,29.448046
14000,73062,88783,6,211.102552,18,42.25458
14000,43173,65985,5,215.985895,18,37.148692
14000,NaN,NaN,17,184.613191,12,18.19428
14100,98856,143292,13,105.771726,21,37.45828
14100,79345,135554,15,301.563991,19,29.178133
14100,36309,53321,8,110.20635,10,19.187914
14100,52302,63589,6,130.342467,8,34.792832
14100,59402,91057,8,194.634617,20,22.023265
14100,54081,68577,8,237.682278,17,33.089018
14100,43927,60000,0,0,8,NaN
14100,51723,77207,21,199.533048,15,25.092147
14100,81894,98285,6,151.471075,26,42.282138
14100,86730,117667,1,134.355574,34,31.98051
14100,86996,108452,19,134.993252,24,29.778946
14100,49927,67761,26,276.549913,16,36.599391
14100,65994,80037,8,NaN,NaN,27.735204
14100,61036,84979,1,174.591171,23,50.276215
14200,102512,128657,8,178.339026,32,27.541141
14200,84718,103804,21,123.663575,23,30.635348
14200,34558,40754,8,76.431213,11,31.041184
14200,NaN,31671,13,82.991265,8,33.215104
14200,94696,121528,10,209.051805,12,39.648824
14200,44412,72946,19,196.132134,15,23.773202
14200,68750,88627,10,219.672801,32,34.639961
14200,46320,62044,6,106.983896,49,29.057908
14200,73533,88924,21,232.353323,23,36.470707
14200,71979,86443,2,238.264346,25,32.136766
14200,100663,122021,0,139.983977,20,43.79746
14200,NaN,49060,NaN,NaN,NaN,24.701642
14200,100664,129166,4,255.687648,41,38.74676
14200,64235,76965,9,NaN,NaN,24.835958
14200,60570,74648,2,137.841105,35,40.289761
14200,102789,123691,3,127.060008,26,31.338764
14200,83231,99400,6,130.167515,26,27.172965
14300,52260,73000,0.6,62.9,17,NaN
14300,43826,70517,0,260.084945,20,28.839933
14300,85631,100000,20,144.999297,23,30.130636
14300,19111,49794,23,262.30674,19,30.933678
14300,67018,81805,1,253.592451,25,30.686219
14300,NaN,63319,0,NaN,0,3.96086
14300,111623,127049,2,145.101873,26,34.429632
14300,60811,89324,8,205.68304,20,20.989812
14300,45615,80818,4,115.136885,9,28.738343
14300,81000,100000,30,333.833333,50,NaN
14300,21828,38000,17,103.5,17,NaN
14300,37000,54000,0,320.633333,26,NaN
14300,33261,41835,9,155.143161,28,40.50296
14300,93989,117410,10,220.899221,12,39.877501
14300,85478,113372,9,190.753044,36,40.778142
14300,NaN,41870,0,314.468344,8,27.608919
14300,NaN,29115,14,82.066405,7,32.769786
14300,94062,102052,14,133.378108,17,35.716612
